,Unnamed: 0,workerId,chain,generation,level,arrayTraining,encodingCorrected,nounsUser,prepsUser,seenInTraining,Grammar_HInitial-noCE.m.Left.r.Atop,Grammar_HInitial-noCE.m.Atop.r.Left,Grammar_HInitial-noCE.m.Left.r.Under,Grammar_HInitial-noCE.m.Atop.r.Right,Grammar_HInitial-noCE.m.Right.r.Atop,Grammar_HInitial-noCE.m.Under.r.Left,Grammar_HInitial-noCE.m.Right.r.Under,Grammar_HInitial-noCE.m.Under.r.Right,Grammar_HFinal-noCE.m.Left.r.Atop,Grammar_HFinal-noCE.m.Atop.r.Left,Grammar_HFinal-noCE.m.Left.r.Under,Grammar_HFinal-noCE.m.Atop.r.Right,Grammar_HFinal-noCE.m.Right.r.Atop,Grammar_HFinal-noCE.m.Under.r.Left,Grammar_HFinal-noCE.m.Right.r.Under,Grammar_HFinal-noCE.m.Under.r.Right,Grammar_HInitial-CE.m.Left.r.Atop,Grammar_HInitial-CE.m.Atop.r.Left,Grammar_HInitial-CE.m.Left.r.Under,Grammar_HInitial-CE.m.Atop.r.Right,Grammar_HInitial-CE.m.Right.r.Atop,Grammar_HInitial-CE.m.Under.r.Left,Grammar_HInitial-CE.m.Right.r.Under,Grammar_HInitial-CE.m.Under.r.Right,Grammar_HFinal-CE.m.Left.r.Atop,Grammar_HFinal-CE.m.Atop.r.Left,Grammar_HFinal-CE.m.Left.r.Under,Grammar_HFinal-CE.m.Atop.r.Right,Grammar_HFinal-CE.m.Right.r.Atop,Grammar_HFinal-CE.m.Under.r.Left,Grammar_HFinal-CE.m.Right.r.Under,Grammar_HFinal-CE.m.Under.r.Right,Grammar_HInitial-Crossed-PreP.m.Left.r.Atop,Grammar_HInitial-Crossed-PreP.m.Atop.r.Left,Grammar_HInitial-Crossed-PreP.m.Left.r.Under,Grammar_HInitial-Crossed-PreP.m.Atop.r.Right,Grammar_HInitial-Crossed-PreP.m.Right.r.Atop,Grammar_HInitial-Crossed-PreP.m.Under.r.Left,Grammar_HInitial-Crossed-PreP.m.Right.r.Under,Grammar_HInitial-Crossed-PreP.m.Under.r.Right,Grammar_HInitial-Crossed-PostP.m.Left.r.Atop,Grammar_HInitial-Crossed-PostP.m.Atop.r.Left,Grammar_HInitial-Crossed-PostP.m.Left.r.Under,Grammar_HInitial-Crossed-PostP.m.Atop.r.Right,Grammar_HInitial-Crossed-PostP.m.Right.r.Atop,Grammar_HInitial-Crossed-PostP.m.Under.r.Left,Grammar_HInitial-Crossed-PostP.m.Right.r.Under,Grammar_HInitial-Crossed-PostP.m.Under.r.Right,Grammar_HFinal-Crossed-PreP.m.Left.r.Atop,Grammar_HFinal-Crossed-PreP.m.Atop.r.Left,Grammar_HFinal-Crossed-PreP.m.Left.r.Under,Grammar_HFinal-Crossed-PreP.m.Atop.r.Right,Grammar_HFinal-Crossed-PreP.m.Right.r.Atop,Grammar_HFinal-Crossed-PreP.m.Under.r.Left,Grammar_HFinal-Crossed-PreP.m.Right.r.Under,Grammar_HFinal-Crossed-PreP.m.Under.r.Right,Grammar_HFinal-Crossed-PostP.m.Left.r.Atop,Grammar_HFinal-Crossed-PostP.m.Atop.r.Left,Grammar_HFinal-Crossed-PostP.m.Left.r.Under,Grammar_HFinal-Crossed-PostP.m.Atop.r.Right,Grammar_HFinal-Crossed-PostP.m.Right.r.Atop,Grammar_HFinal-Crossed-PostP.m.Under.r.Left,Grammar_HFinal-Crossed-PostP.m.Right.r.Under,Grammar_HFinal-Crossed-PostP.m.Under.r.Right
329,1169,A15,D,4,1,"[1,[3]]",kmv,rksv,tm,True,kmv,ktv,vmk,vtk,kmv,ktv,vmk,vtk,vmk,vtk,kmv,ktv,vmk,vtk,kmv,ktv,kvm,kvt,vkm,vkt,kvm,kvt,vkm,vkt,mvk,tvk,mkv,tkv,mvk,tvk,mkv,tkv,mkv,tkv,mvk,tvk,mkv,tkv,mvk,tvk,kvm,kvt,vkm,vkt,kvm,kvt,vkm,vkt,mvk,tvk,mkv,tkv,mvk,tvk,mkv,tkv,vkm,vkt,kvm,kvt,vkm,vkt,kvm,kvt
328,1168,A15,D,4,1,"[1,2]",kts,rksv,tm,True,kts,kms,kts,kms,stk,smk,stk,smk,stk,smk,stk,smk,kts,kms,kts,kms,kst,ksm,kst,ksm,skt,skm,skt,skm,tsk,msk,tsk,msk,tks,mks,tks,mks,tks,mks,tks,mks,tsk,msk,tsk,msk,kst,ksm,kst,ksm,skt,skm,skt,skm,tsk,msk,tsk,msk,tks,mks,tks,mks,skt,skm,skt,skm,kst,ksm,kst,ksm
327,1167,A15,D,4,1,"[0,2]",rts,rksv,tm,True,rts,rms,rts,rms,str,smr,str,smr,str,smr,str,smr,rts,rms,rts,rms,rst,rsm,rst,rsm,srt,srm,srt,srm,tsr,msr,tsr,msr,trs,mrs,trs,mrs,trs,mrs,trs,mrs,tsr,msr,tsr,msr,rst,rsm,rst,rsm,srt,srm,srt,srm,tsr,msr,tsr,msr,trs,mrs,trs,mrs,srt,srm,srt,srm,rst,rsm,rst,rsm
326,1166,A15,D,4,1,"[2,3]",stv,rksv,tm,True,stv,smv,stv,smv,vts,vms,vts,vms,vts,vms,vts,vms,stv,smv,stv,smv,svt,svm,svt,svm,vst,vsm,vst,vsm,tvs,mvs,tvs,mvs,tsv,msv,tsv,msv,tsv,msv,tsv,msv,tvs,mvs,tvs,mvs,svt,svm,svt,svm,vst,vsm,vst,vsm,tvs,mvs,tvs,mvs,tsv,msv,tsv,msv,vst,vsm,vst,vsm,svt,svm,svt,svm
332,1172,A15,D,4,1,"[2,0]",str,rksv,tm,False,str,smr,str,smr,rts,rms,rts,rms,rts,rms,rts,rms,str,smr,str,smr,srt,srm,srt,srm,rst,rsm,rst,rsm,trs,mrs,trs,mrs,tsr,msr,tsr,msr,tsr,msr,tsr,msr,trs,mrs,trs,mrs,srt,srm,srt,srm,rst,rsm,rst,rsm,trs,mrs,trs,mrs,tsr,msr,tsr,msr,rst,rsm,rst,rsm,srt,srm,srt,srm
325,1165,A15,D,4,1,"[1,[1]]",kmk,rksv,tm,True,kmk,ktk,kmk,ktk,kmk,ktk,kmk,ktk,kmk,ktk,kmk,ktk,kmk,ktk,kmk,ktk,kkm,kkt,kkm,kkt,kkm,kkt,kkm,kkt,mkk,tkk,mkk,tkk,mkk,tkk,mkk,tkk,mkk,tkk,mkk,tkk,mkk,tkk,mkk,tkk,kkm,kkt,kkm,kkt,kkm,kkt,kkm,kkt,mkk,tkk,mkk,tkk,mkk,tkk,mkk,tkk,kkm,kkt,kkm,kkt,kkm,kkt,kkm,kkt
323,1163,A15,D,4,0,3,v,rksv,tm,True,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v,v
322,1162,A15,D,4,0,2,s,rksv,tm,True,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s,s
321,1161,A15,D,4,0,1,k,rksv,tm,True,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k,k
320,1160,A15,D,4,0,0,r,rksv,tm,True,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r,r
354,1194,A15,D,4,3,"[[[2,[1]],[3]],[2]]",smkmvms,rksv,tm,False,smkmvms,stkmvts,smvmkms,stvmkts,smkmvms,stkmvts,smvmkms,stvmkts,smvmkms,stvmkts,smkmvms,stkmvts,smvmkms,stvmkts,smkmvms,stkmvts,skvsmmm,skvstmt,svksmmm,svkstmt,skvsmmm,skvstmt,svksmmm,svkstmt,mmmsvks,tmtsvks,mmmskvs,tmtskvs,mmmsvks,tmtsvks,mmmskvs,tmtskvs,mmmskvs,tmtskvs,mmmsvks,tmtsvks,mmmskvs,tmtskvs,mmmsvks,tmtsvks,skvsmmm,skvstmt,svksmmm,svkstmt,skvsmmm,skvstmt,svksmmm,svkstmt,mmmsvks,tmtsvks,mmmskvs,tmtskvs,mmmsvks,tmtsvks,mmmskvs,tmtskvs,svksmmm,svkstmt,skvsmmm,skvstmt,svksmmm,svkstmt,skvsmmm,skvstmt
355,1195,A15,D,4,3,"[3,[[3,[0,[3]]]]]",vmvtrmv,rksv,tm,False,vmvtrmv,vtvmrmv,vtvmrmv,vmvmrtv,vmrmvtv,vtrmvmv,vmrtvmv,vmrmvtv,vmrtvmv,vmrmvtv,vmrmvtv,vtrmvmv,vtvmrmv,vmvmrtv,vmvtrmv,vtvmrmv,vvrvmtm,vvrvmmt,vvrvmmt,vvrvtmm,vrvvtmm,vrvvmmt,vrvvmtm,vrvvtmm,mtmvrvv,tmmvrvv,tmmvrvv,mmtvrvv,mmtvvrv,tmmvvrv,mtmvvrv,mmtvvrv,mtmvvrv,tmmvvrv,tmmvvrv,mmtvvrv,mmtvrvv,tmmvrvv,mtmvrvv,mmtvrvv,vvrvmtm,vvrvtmm,vvrvtmm,vvrvmmt,vrvvmmt,vrvvtmm,vrvvmtm,vrvvmmt,mtmvrvv,mmtvrvv,mmtvrvv,tmmvrvv,tmmvvrv,mmtvvrv,mtmvvrv,tmmvvrv,vrvvmtm,vrvvmmt,vrvvmmt,vrvvtmm,vvrvtmm,vvrvmmt,vvrvmtm,vvrvtmm
324,1164,A15,D,4,1,"[1,3]",ktv,rksv,tm,True,ktv,kmv,ktv,kmv,vtk,vmk,vtk,vmk,vtk,vmk,vtk,vmk,ktv,kmv,ktv,kmv,kvt,kvm,kvt,kvm,vkt,vkm,vkt,vkm,tvk,mvk,tvk,mvk,tkv,mkv,tkv,mkv,tkv,mkv,tkv,mkv,tvk,mvk,tvk,mvk,kvt,kvm,kvt,kvm,vkt,vkm,vkt,vkm,tvk,mvk,tvk,mvk,tkv,mkv,tkv,mkv,vkt,vkm,vkt,vkm,kvt,kvm,kvt,kvm
333,1173,A15,D,4,1,"[0,1]",rtk,rksv,tm,False,rtk,rmk,rtk,rmk,ktr,kmr,ktr,kmr,ktr,kmr,ktr,kmr,rtk,rmk,rtk,rmk,rkt,rkm,rkt,rkm,krt,krm,krt,krm,tkr,mkr,tkr,mkr,trk,mrk,trk,mrk,trk,mrk,trk,mrk,tkr,mkr,tkr,mkr,rkt,rkm,rkt,rkm,krt,krm,krt,krm,tkr,mkr,tkr,mkr,trk,mrk,trk,mrk,krt,krm,krt,krm,rkt,rkm,rkt,rkm
334,1174,A15,D,4,1,"[2,[2]]",sms,rksv,tm,False,sms,sts,sms,sts,sms,sts,sms,sts,sms,sts,sms,sts,sms,sts,sms,sts,ssm,sst,ssm,sst,ssm,sst,ssm,sst,mss,tss,mss,tss,mss,tss,mss,tss,mss,tss,mss,tss,mss,tss,mss,tss,ssm,sst,ssm,sst,ssm,sst,ssm,sst,mss,tss,mss,tss,mss,tss,mss,tss,ssm,sst,ssm,sst,ssm,sst,ssm,sst
335,1175,A15,D,4,1,"[2,2]",sts,rksv,tm,False,sts,sms,sts,sms,sts,sms,sts,sms,sts,sms,sts,sms,sts,sms,sts,sms,sst,ssm,sst,ssm,sst,ssm,sst,ssm,tss,mss,tss,mss,tss,mss,tss,mss,tss,mss,tss,mss,tss,mss,tss,mss,sst,ssm,sst,ssm,sst,ssm,sst,ssm,tss,mss,tss,mss,tss,mss,tss,mss,sst,ssm,sst,ssm,sst,ssm,sst,ssm
350,1190,A15,D,4,3,"[0,[[0,1],[1]]]",rtrtkmk,rksv,tm,False,rtrtkmk,rmrmkmk,rtkmrtk,rmkmrmk,ktrmktr,kmrmkmr,kmktrtr,kmkmrmr,kmktrtr,kmkmrmr,ktrmktr,kmrmkmr,rtkmrtk,rmkmrmk,rtrtkmk,rmrmkmk,rrkkmtt,rrkkmmm,rkrktmt,rkrkmmm,krkrtmt,krkrmmm,kkrrttm,kkrrmmm,ttmkkrr,mmmkkrr,tmtkrkr,mmmkrkr,tmtrkrk,mmmrkrk,mttrrkk,mmmrrkk,ttmrrkk,mmmrrkk,tmtrkrk,mmmrkrk,tmtkrkr,mmmkrkr,mttkkrr,mmmkkrr,rrkkttm,rrkkmmm,rkrktmt,rkrkmmm,krkrtmt,krkrmmm,kkrrmtt,kkrrmmm,mttkkrr,mmmkkrr,tmtkrkr,mmmkrkr,tmtrkrk,mmmrkrk,ttmrrkk,mmmrrkk,kkrrmtt,kkrrmmm,krkrtmt,krkrmmm,rkrktmt,rkrkmmm,rrkkttm,rrkkmmm
349,1189,A15,D,4,3,"[2,[[2,[1,[3]]]]]",smstkmv,rksv,tm,False,smstkmv,stsmkmv,stvmkms,smvmkts,smkmvts,stkmvms,vmktsms,vmkmsts,vmktsms,vmkmsts,smkmvts,stkmvms,stvmkms,smvmkts,smstkmv,stsmkmv,sskvmtm,sskvmmt,svksmmt,svkstmm,skvstmm,skvsmmt,vkssmtm,vksstmm,mtmvkss,tmmvkss,tmmskvs,mmtskvs,mmtsvks,tmmsvks,mtmsskv,mmtsskv,mtmsskv,tmmsskv,tmmsvks,mmtsvks,mmtskvs,tmmskvs,mtmvkss,mmtvkss,sskvmtm,sskvtmm,svkstmm,svksmmt,skvsmmt,skvstmm,vkssmtm,vkssmmt,mtmvkss,mmtvkss,mmtskvs,tmmskvs,tmmsvks,mmtsvks,mtmsskv,tmmsskv,vkssmtm,vkssmmt,skvsmmt,skvstmm,svkstmm,svksmmt,sskvmtm,sskvtmm
348,1188,A15,D,4,3,"[0,[[[2,[1]],0]]]",rmsmktr,rksv,tm,False,rmsmktr,rtsmkmr,kmstrmr,kmsmrtr,rmrtsmk,rtrmsmk,rtkmsmr,rmkmstr,rtkmsmr,rmkmstr,rmrtsmk,rtrmsmk,kmstrmr,kmsmrtr,rmsmktr,rtsmkmr,rskrtmm,rskrmmt,ksrrmtm,ksrrtmm,rrskmtm,rrskmmt,rksrmmt,rksrtmm,mmtrksr,tmmrksr,mtmrrsk,mmtrrsk,mtmksrr,tmmksrr,tmmrskr,mmtrskr,mmtrskr,tmmrskr,mtmksrr,mmtksrr,mtmrrsk,tmmrrsk,tmmrksr,mmtrksr,rskrmmt,rskrtmm,ksrrmtm,ksrrmmt,rrskmtm,rrsktmm,rksrtmm,rksrmmt,tmmrksr,mmtrksr,mtmrrsk,tmmrrsk,mtmksrr,mmtksrr,mmtrskr,tmmrskr,rksrtmm,rksrmmt,rrskmtm,rrsktmm,ksrrmtm,ksrrmmt,rskrmmt,rskrtmm
347,1187,A15,D,4,2,"[1,[3,3]]",vtvtv,rksv,tm,False,ktvtv,kmvtv,ktvtv,kmvtv,vtvtk,vtvmk,vtvtk,vtvmk,vtvtk,vtvmk,vtvtk,vtvmk,ktvtv,kmvtv,ktvtv,kmvtv,kvvtt,kvvtm,kvvtt,kvvtm,vvktt,vvkmt,vvktt,vvkmt,ttvvk,mtvvk,ttvvk,mtvvk,ttkvv,tmkvv,ttkvv,tmkvv,ttkvv,mtkvv,ttkvv,mtkvv,ttvvk,tmvvk,ttvvk,tmvvk,kvvtt,kvvmt,kvvtt,kvvmt,vvktt,vvktm,vvktt,vvktm,ttvvk,tmvvk,ttvvk,tmvvk,ttkvv,mtkvv,ttkvv,mtkvv,vvktt,vvktm,vvktt,vvktm,kvvtt,kvvmt,kvvtt,kvvmt
346,1186,A15,D,4,2,"[[3,[3]],[2]]",vmvms,rksv,tm,False,vmvms,vmvts,smvmv,stvmv,vmvms,vmvts,smvmv,stvmv,smvmv,stvmv,vmvms,vmvts,smvmv,stvmv,vmvms,vmvts,vvsmm,vvstm,svvmm,svvmt,vvsmm,vvstm,svvmm,svvmt,mmsvv,mtsvv,mmvvs,tmvvs,mmsvv,mtsvv,mmvvs,tmvvs,mmvvs,mtvvs,mmsvv,tmsvv,mmvvs,mtvvs,mmsvv,tmsvv,vvsmm,vvsmt,svvmm,svvtm,vvsmm,vvsmt,svvmm,svvtm,mmsvv,tmsvv,mmvvs,mtvvs,mmsvv,tmsvv,mmvvs,mtvvs,svvmm,svvtm,vvsmm,vvsmt,svvmm,svvtm,vvsmm,vvsmt
345,1185,A15,D,4,2,"[3,[[0,[0]]]]",vmrmr,rksv,tm,False,vmrmr,vtrtr,rmrmv,rtrtv,vmrmr,vtrtr,rmrmv,rtrtv,rmrmv,rtrtv,vmrmr,vtrtr,rmrmv,rtrtv,vmrmr,vtrtr,vrrmm,vrrtt,rrvmm,rrvtt,vrrmm,vrrtt,rrvmm,rrvtt,mmrrv,ttrrv,mmvrr,ttvrr,mmrrv,ttrrv,mmvrr,ttvrr,mmvrr,ttvrr,mmrrv,ttrrv,mmvrr,ttvrr,mmrrv,ttrrv,vrrmm,vrrtt,rrvmm,rrvtt,vrrmm,vrrtt,rrvmm,rrvtt,mmrrv,ttrrv,mmvrr,ttvrr,mmrrv,ttrrv,mmvrr,ttvrr,rrvmm,rrvtt,vrrmm,vrrtt,rrvmm,rrvtt,vrrmm,vrrtt
344,1184,A15,D,4,2,"[1,[2,[2]]]",ktsms,rksv,tm,False,ktsms,kmsms,ktsms,kmsms,smstk,smsmk,smstk,smsmk,smstk,smsmk,smstk,smsmk,ktsms,kmsms,ktsms,kmsms,kssmt,kssmm,kssmt,kssmm,ssktm,sskmm,ssktm,sskmm,tmssk,mmssk,tmssk,mmssk,mtkss,mmkss,mtkss,mmkss,tmkss,mmkss,tmkss,mmkss,mtssk,mmssk,mtssk,mmssk,ksstm,kssmm,ksstm,kssmm,sskmt,sskmm,sskmt,sskmm,mtssk,mmssk,mtssk,mmssk,tmkss,mmkss,tmkss,mmkss,sskmt,sskmm,sskmt,sskmm,ksstm,kssmm,ksstm,kssmm
343,1183,A15,D,4,2,"[[1,1],[3]]",ktkmv,rksv,tm,True,ktkmv,ktktv,vmktk,vtktk,ktkmv,ktktv,vmktk,vtktk,vmktk,vtktk,ktkmv,ktktv,vmktk,vtktk,ktkmv,ktktv,kkvmt,kkvtt,vkktm,vkktt,kkvmt,kkvtt,vkktm,vkktt,tmvkk,ttvkk,mtkkv,ttkkv,tmvkk,ttvkk,mtkkv,ttkkv,tmkkv,ttkkv,mtvkk,ttvkk,tmkkv,ttkkv,mtvkk,ttvkk,kkvtm,kkvtt,vkkmt,vkktt,kkvtm,kkvtt,vkkmt,vkktt,mtvkk,ttvkk,tmkkv,ttkkv,mtvkk,ttvkk,tmkkv,ttkkv,vkkmt,vkktt,kkvtm,kkvtt,vkkmt,vkktt,kkvtm,kkvtt
342,1182,A15,D,4,2,"[[0,[0]],1]",rmrtk,rksv,tm,True,rmrtk,rmrmk,rmrtk,rmrmk,ktrmr,kmrmr,ktrmr,kmrmr,ktrmr,kmrmr,ktrmr,kmrmr,rmrtk,rmrmk,rmrtk,rmrmk,rrktm,rrkmm,rrktm,rrkmm,krrmt,krrmm,krrmt,krrmm,mtkrr,mmkrr,mtkrr,mmkrr,tmrrk,mmrrk,tmrrk,mmrrk,mtrrk,mmrrk,mtrrk,mmrrk,tmkrr,mmkrr,tmkrr,mmkrr,rrkmt,rrkmm,rrkmt,rrkmm,krrtm,krrmm,krrtm,krrmm,tmkrr,mmkrr,tmkrr,mmkrr,mtrrk,mmrrk,mtrrk,mmrrk,krrtm,krrmm,krrtm,krrmm,rrkmt,rrkmm,rrkmt,rrkmm
341,1181,A15,D,4,2,"[1,[3,[0]]]",ktvmr,rksv,tm,True,ktvmr,kmvmr,ktrmv,kmrmv,vmrtk,vmrmk,rmvtk,rmvmk,rmvtk,rmvmk,vmrtk,vmrmk,ktrmv,kmrmv,ktvmr,kmvmr,kvrmt,kvrmm,krvmt,krvmm,vrktm,vrkmm,rvktm,rvkmm,tmrvk,mmrvk,tmvrk,mmvrk,mtkrv,mmkrv,mtkvr,mmkvr,tmkvr,mmkvr,tmkrv,mmkrv,mtvrk,mmvrk,mtrvk,mmrvk,kvrtm,kvrmm,krvtm,krvmm,vrkmt,vrkmm,rvkmt,rvkmm,mtrvk,mmrvk,mtvrk,mmvrk,tmkrv,mmkrv,tmkvr,mmkvr,rvkmt,rvkmm,vrkmt,vrkmm,krvtm,krvmm,kvrtm,kvrmm
340,1180,A15,D,4,2,"[1,[[0,[2]]]]",kmrms,rksv,tm,True,kmrms,ktrts,smrmk,strtk,kmrms,ktrts,smrmk,strtk,smrmk,strtk,kmrms,ktrts,smrmk,strtk,kmrms,ktrts,krsmm,krstt,srkmm,srktt,krsmm,krstt,srkmm,srktt,mmsrk,ttsrk,mmkrs,ttkrs,mmsrk,ttsrk,mmkrs,ttkrs,mmkrs,ttkrs,mmsrk,ttsrk,mmkrs,ttkrs,mmsrk,ttsrk,krsmm,krstt,srkmm,srktt,krsmm,krstt,srkmm,srktt,mmsrk,ttsrk,mmkrs,ttkrs,mmsrk,ttsrk,mmkrs,ttkrs,srkmm,srktt,krsmm,krstt,srkmm,srktt,krsmm,krstt
339,1179,A15,D,4,2,"[[1,3],2]",ktvts,rksv,tm,True,ktvts,ktvms,ktvts,ktvms,stvtk,smvtk,stvtk,smvtk,stvtk,smvtk,stvtk,smvtk,ktvts,ktvms,ktvts,ktvms,kvstt,kvsmt,kvstt,kvsmt,svktt,svktm,svktt,svktm,ttsvk,tmsvk,ttsvk,tmsvk,ttkvs,mtkvs,ttkvs,mtkvs,ttkvs,tmkvs,ttkvs,tmkvs,ttsvk,mtsvk,ttsvk,mtsvk,kvstt,kvstm,kvstt,kvstm,svktt,svkmt,svktt,svkmt,ttsvk,mtsvk,ttsvk,mtsvk,ttkvs,tmkvs,ttkvs,tmkvs,svktt,svkmt,svktt,svkmt,kvstt,kvstm,kvstt,kvstm
338,1178,A15,D,4,2,"[0,[[1,[3]]]]",rmkmv,rksv,tm,True,rmkmv,rtktv,vmkmr,vtktr,rmkmv,rtktv,vmkmr,vtktr,vmkmr,vtktr,rmkmv,rtktv,vmkmr,vtktr,rmkmv,rtktv,rkvmm,rkvtt,vkrmm,vkrtt,rkvmm,rkvtt,vkrmm,vkrtt,mmvkr,ttvkr,mmrkv,ttrkv,mmvkr,ttvkr,mmrkv,ttrkv,mmrkv,ttrkv,mmvkr,ttvkr,mmrkv,ttrkv,mmvkr,ttvkr,rkvmm,rkvtt,vkrmm,vkrtt,rkvmm,rkvtt,vkrmm,vkrtt,mmvkr,ttvkr,mmrkv,ttrkv,mmvkr,ttvkr,mmrkv,ttrkv,vkrmm,vkrtt,rkvmm,rkvtt,vkrmm,vkrtt,rkvmm,rkvtt
353,1193,A15,D,4,3,"[[0,[1,2]],[3]]",rtktsmv,rksv,tm,False,rtktsmv,rtkmstv,vmrtkts,vtrtkms,stktrmv,smktrtv,vmstktr,vtsmktr,vmstktr,vtsmktr,stktrmv,smktrtv,vmrtkts,vtrtkms,rtktsmv,rtkmstv,rksvmtt,rksvtmt,vrksttm,vrksmtt,skrvmtt,skrvttm,vskrttm,vskrtmt,ttmvskr,tmtvskr,mttskrv,ttmskrv,ttmvrks,mttvrks,mttrksv,tmtrksv,ttmrksv,tmtrksv,mttvrks,ttmvrks,ttmskrv,mttskrv,mttvskr,tmtvskr,rksvttm,rksvtmt,vrksmtt,vrksttm,skrvttm,skrvmtt,vskrmtt,vskrtmt,mttvskr,tmtvskr,ttmskrv,mttskrv,mttvrks,ttmvrks,ttmrksv,tmtrksv,vskrmtt,vskrtmt,skrvttm,skrvmtt,vrksmtt,vrksttm,rksvttm,rksvtmt
336,1176,A15,D,4,2,"[[1,[2]],0]",kmstr,rksv,tm,True,kmstr,kmsmr,smktr,smkmr,rtkms,rmkms,rtsmk,rmsmk,rtsmk,rmsmk,rtkms,rmkms,smktr,smkmr,kmstr,kmsmr,ksrtm,ksrmm,skrtm,skrmm,rksmt,rksmm,rskmt,rskmm,mtrsk,mmrsk,mtrks,mmrks,tmskr,mmskr,tmksr,mmksr,mtksr,mmksr,mtskr,mmskr,tmrks,mmrks,tmrsk,mmrsk,ksrmt,ksrmm,skrmt,skrmm,rkstm,rksmm,rsktm,rskmm,tmrsk,mmrsk,tmrks,mmrks,mtskr,mmskr,mtksr,mmksr,rsktm,rskmm,rkstm,rksmm,skrmt,skrmm,ksrmt,ksrmm
356,1196,A15,D,4,3,"[[0,[2,[0]]],[1]]",rtsmrmk,rksv,tm,False,rtsmrmk,rtstrtk,kmrtrms,ktrtrts,smrtrmk,strtrtk,kmrmstr,ktrtstr,kmrmstr,ktrtstr,smrtrmk,strtrtk,kmrtrms,ktrtrts,rtsmrmk,rtstrtk,rsrkmmt,rsrkttt,krrsmtm,krrsttt,srrkmtm,srrkttt,krsrtmm,krsrttt,tmmkrsr,tttkrsr,mtmsrrk,tttsrrk,mtmkrrs,tttkrrs,mmtrsrk,tttrsrk,tmmrsrk,tttrsrk,mtmkrrs,tttkrrs,mtmsrrk,tttsrrk,mmtkrsr,tttkrsr,rsrktmm,rsrkttt,krrsmtm,krrsttt,srrkmtm,srrkttt,krsrmmt,krsrttt,mmtkrsr,tttkrsr,mtmsrrk,tttsrrk,mtmkrrs,tttkrrs,tmmrsrk,tttrsrk,krsrmmt,krsrttt,srrkmtm,srrkttt,krrsmtm,krrsttt,rsrktmm,rsrkttt
351,1191,A15,D,4,3,"[3,[0,[[1,1]]]]",vtrmktk,rksv,tm,False,vtrmktk,vmrmktk,vtktkmr,vmktkmr,rmktktv,rmktkmv,ktkmrtv,ktkmrmv,ktkmrtv,ktkmrmv,rmktktv,rmktkmv,vtktkmr,vmktkmr,vtrmktk,vmrmktk,vrkktmt,vrkktmm,vkkrmtt,vkkrmtm,rkkvttm,rkkvmtm,kkrvtmt,kkrvmmt,tmtkkrv,mmtkkrv,ttmrkkv,mtmrkkv,mttvkkr,mtmvkkr,tmtvrkk,tmmvrkk,tmtvrkk,mmtvrkk,ttmvkkr,mtmvkkr,mttrkkv,mtmrkkv,tmtkkrv,tmmkkrv,vrkktmt,vrkkmmt,vkkrttm,vkkrmtm,rkkvmtt,rkkvmtm,kkrvtmt,kkrvtmm,tmtkkrv,tmmkkrv,mttrkkv,mtmrkkv,ttmvkkr,mtmvkkr,tmtvrkk,mmtvrkk,kkrvtmt,kkrvtmm,rkkvmtt,rkkvmtm,vkkrttm,vkkrmtm,vrkktmt,vrkkmmt
357,1197,A15,D,4,3,"[1,[[[0,1],[3]]]]",kmrtkmv,rksv,tm,False,kmrtkmv,ktrtktv,vmrtkmk,vtrtktk,kmktrmv,ktktrtv,vmktrmk,vtktrtk,vmktrmk,vtktrtk,kmktrmv,ktktrtv,vmrtkmk,vtrtktk,kmrtkmv,ktrtktv,krkvmtm,krkvttt,vrkkmtm,vrkkttt,kkrvmtm,kkrvttt,vkrkmtm,vkrkttt,mtmvkrk,tttvkrk,mtmkkrv,tttkkrv,mtmvrkk,tttvrkk,mtmkrkv,tttkrkv,mtmkrkv,tttkrkv,mtmvrkk,tttvrkk,mtmkkrv,tttkkrv,mtmvkrk,tttvkrk,krkvmtm,krkvttt,vrkkmtm,vrkkttt,kkrvmtm,kkrvttt,vkrkmtm,vkrkttt,mtmvkrk,tttvkrk,mtmkkrv,tttkkrv,mtmvrkk,tttvrkk,mtmkrkv,tttkrkv,vkrkmtm,vkrkttt,kkrvmtm,kkrvttt,vrkkmtm,vrkkttt,krkvmtm,krkvttt
